OTU	barcode01.k2.0.1.gtdb.report	barcode02.k2.0.1.gtdb.report	barcode03.k2.0.1.gtdb.report	barcode04.k2.0.1.gtdb.report	barcode05.k2.0.1.gtdb.report	barcode06.k2.0.1.gtdb.report	barcode07.k2.0.1.gtdb.report	barcode08.k2.0.1.gtdb.report	barcode09.k2.0.1.gtdb.report	barcode10.k2.0.1.gtdb.report	barcode11.k2.0.1.gtdb.report	barcode12.k2.0.1.gtdb.report	barcode13.k2.0.1.gtdb.report	barcode14.k2.0.1.gtdb.report	barcode15.k2.0.1.gtdb.report	barcode16.k2.0.1.gtdb.report	barcode17.k2.0.1.gtdb.report	barcode18.k2.0.1.gtdb.report	barcode19.k2.0.1.gtdb.report	barcode20.k2.0.1.gtdb.report	barcode21.k2.0.1.gtdb.report	barcode22.k2.0.1.gtdb.report	barcode23.k2.0.1.gtdb.report	barcode24.k2.0.1.gtdb.report
OTU5774	0	2	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	2	0	2	0	0	0
OTU5775	0	2	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0
OTU5776	0	2	9	0	1	2	0	2	0	1	7	0	3	1	2	1	0	1	5	2	2	4	0	0
OTU5777	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5778	0	4	5	0	0	1	0	1	2	1	4	0	0	0	2	1	0	1	1	1	0	0	0	0
OTU5779	0	2	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
OTU5780	0	1	1	0	0	0	0	2	2	0	1	0	2	0	0	1	1	1	0	2	0	1	0	0
OTU5781	0	1	0	0	1	2	0	1	0	2	3	0	0	0	2	2	2	0	3	1	0	0	0	0
OTU5782	0	1	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	2	0	0	0
OTU5783	0	1	2	1	0	1	1	2	3	0	4	0	2	1	1	1	0	2	0	0	1	1	0	0
OTU5784	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
OTU5785	0	1	7	1	10	5	3	7	1	10	8	6	2	2	5	16	6	1	3	7	1	3	0	0
OTU5786	0	1	2	0	0	0	2	1	0	1	2	0	0	2	1	4	0	0	0	3	2	0	0	0
OTU5787	0	1	4	0	1	2	1	6	2	11	4	4	0	1	6	5	1	16	0	3	3	5	0	0
OTU5788	0	1	2	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU5789	0	1	0	0	0	1	0	0	1	3	2	2	0	0	3	0	1	2	1	1	0	0	0	0
OTU5790	0	1	0	0	0	2	0	0	0	2	1	1	0	1	0	1	0	0	0	1	1	0	0	0
OTU5791	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU5792	0	1	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5793	0	2	1	1	1	0	1	0	1	1	4	0	1	0	0	3	0	2	2	1	0	0	0	0
OTU5794	0	1	4	0	3	1	1	2	1	1	3	1	0	1	2	4	0	1	0	1	1	2	0	0
OTU5795	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5796	0	6	5	1	3	3	5	7	4	5	11	4	1	3	7	5	8	23	4	3	6	7	0	0
OTU5797	0	1	2	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
OTU5798	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU5799	0	2	1	0	0	2	0	0	1	3	1	0	0	0	1	1	0	0	0	0	0	1	0	0
OTU5800	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU5801	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5802	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5803	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5804	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
OTU5805	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5806	0	1	0	0	0	0	2	0	1	0	3	0	0	0	0	2	0	1	0	2	0	0	0	0
OTU5807	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	0
OTU5808	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU5809	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU5810	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0
OTU5811	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5812	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	1	1	2	0	0
OTU5813	0	4	0	0	0	4	2	2	5	2	4	4	0	0	9	3	0	2	2	3	3	2	0	0
OTU5814	0	2	0	0	0	0	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU5815	0	2	2	0	1	4	1	2	2	1	2	0	2	0	3	0	1	0	4	2	2	3	0	0
OTU5816	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0
OTU5817	0	1	0	0	0	3	1	0	5	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU5818	0	1	0	2	0	3	0	1	4	1	0	0	0	0	1	0	0	1	3	3	1	0	0	0
OTU5819	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU5820	0	1	2	0	0	2	1	1	1	1	0	3	0	0	2	1	0	0	1	1	1	1	0	0
OTU5821	0	1	0	1	1	3	0	1	1	0	0	0	1	0	0	3	3	2	0	0	0	0	0	0
OTU5822	0	1	0	0	0	11	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0
OTU5823	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	1	1	1	1	0	0
OTU5824	0	1	0	0	0	1	0	4	3	1	1	0	0	0	2	1	0	2	1	0	2	0	0	0
OTU5825	0	1	1	0	1	5	0	1	4	0	0	2	1	1	19	0	0	6	1	6	1	2	0	0
OTU5826	0	1	2	0	3	1	0	0	1	1	0	0	1	0	2	2	0	2	1	3	0	2	0	0
OTU5827	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU5828	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU5829	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
OTU5830	0	1	0	0	2	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
OTU5831	0	1	0	0	0	3	0	2	0	0	1	0	1	0	0	1	0	1	1	2	1	1	0	0
OTU5832	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5833	0	1	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0
OTU5834	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
OTU5835	0	1	0	0	0	0	1	0	0	2	2	0	1	0	7	2	0	0	0	0	4	1	0	0
OTU5836	0	1	4	0	0	2	1	1	2	1	3	0	0	0	2	2	1	0	0	1	0	3	0	0
OTU5837	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU5838	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5839	0	1	1	0	0	1	0	0	0	0	1	3	0	2	10	0	0	3	0	0	2	5	0	0
OTU5840	0	1	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
OTU5841	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0
OTU5842	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5843	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU5844	0	2	1	1	0	2	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
OTU5845	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU5846	0	1	1	0	0	0	0	0	0	0	3	0	0	1	1	0	0	1	0	2	0	0	0	0
OTU5847	0	1	0	0	0	1	0	2	0	0	0	0	1	0	1	0	1	2	1	0	0	1	0	0
OTU5848	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5849	0	1	5	1	0	9	1	12	6	8	0	3	0	1	1	0	0	1	4	6	5	4	0	0
OTU5850	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU5851	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5852	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5853	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU5854	0	2	2	2	33	5	1	5	4	1	1	1	2	0	1	0	0	3	0	5	1	9	0	0
OTU5855	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5856	0	2	2	1	2	2	4	15	6	49	16	3	15	1	0	60	8	10	5	2	2	87	0	0
OTU5857	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU5858	0	1	1	1	0	3	1	1	5	0	1	0	1	3	2	0	1	1	0	1	1	2	0	0
OTU5859	0	1	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU5860	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5861	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5862	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5863	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU5864	0	3	0	0	1	2	0	3	4	2	0	5	2	0	2	2	0	3	1	2	1	0	0	0
OTU5865	0	3	1	0	1	4	1	0	1	1	0	2	2	0	3	0	0	3	0	4	0	0	0	0
OTU5866	0	2	2	0	1	2	0	2	2	1	2	4	1	1	1	2	1	1	1	4	0	0	0	0
OTU5867	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0
OTU5868	0	2	1	1	1	1	0	1	1	2	1	1	1	0	2	0	0	0	1	0	2	2	0	0
OTU5869	0	1	0	1	1	0	0	0	1	2	2	1	0	0	0	0	0	1	1	0	0	0	0	0
OTU5870	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5871	0	1	2	0	2	1	0	1	0	1	0	0	0	1	2	0	0	1	1	2	1	0	0	0
OTU5872	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
OTU5873	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5874	0	1	2	0	1	0	0	1	2	1	1	1	0	1	0	1	0	0	0	2	1	0	0	0
OTU5875	0	1	1	0	0	3	2	2	3	0	0	0	0	0	3	0	0	1	1	4	1	0	0	0
OTU5876	0	1	4	1	1	4	0	3	1	1	1	2	1	1	0	2	1	2	0	2	3	1	0	0
OTU5877	0	1	2	0	2	5	3	0	3	1	5	40	1	4	2	5	3	3	8	3	3	5	0	0
OTU5878	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU5879	0	1	1	0	1	3	1	2	0	3	0	1	1	0	0	2	1	2	0	2	0	0	0	0
OTU5880	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0
OTU5881	0	1	6	2	1	2	0	2	2	1	0	4	3	1	2	2	1	1	1	5	3	2	0	0
OTU5882	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU5883	0	1	0	0	0	3	0	0	2	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0
OTU5884	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU5885	0	1	1	0	2	1	1	0	0	0	0	1	0	1	0	0	0	2	1	0	0	1	0	0
OTU5886	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU5887	0	1	2	0	0	3	0	2	1	0	1	17	1	1	1	1	0	2	0	0	2	0	0	0
OTU5888	0	1	2	0	0	3	0	1	0	1	1	1	1	0	1	0	2	1	2	1	0	1	0	0
OTU5889	0	2	5	0	2	22	1	1	11	0	0	13	1	0	17	0	0	12	0	1	4	5	0	0
OTU5890	0	1	0	0	2	0	0	0	1	1	0	1	0	0	1	0	1	2	0	1	0	1	0	0
OTU5891	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5892	0	1	1	1	1	5	2	2	0	1	3	1	4	1	5	0	0	4	0	5	1	2	0	0
OTU5893	0	1	0	2	0	0	2	1	2	1	0	2	0	1	0	0	1	0	2	1	2	6	0	0
OTU5894	0	1	4	2	0	2	0	1	3	0	1	0	0	1	2	2	0	0	1	0	1	2	0	0
OTU5895	0	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5896	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5897	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0
OTU5898	0	2	2	0	0	0	1	1	2	1	1	0	1	0	2	0	0	1	1	0	0	2	1	0
OTU5899	0	2	7	0	4	7	1	2	1	4	4	14	1	2	3	8	2	9	1	2	2	2	0	0
OTU5900	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
OTU5901	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5902	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU5903	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU5904	0	1	3	0	1	0	1	3	1	1	1	1	2	0	0	2	1	2	0	2	2	0	0	0
OTU5905	0	32	21	1	5	1	0	0	1	3	1	0	0	0	0	0	0	0	1	2	1	0	0	0
OTU5906	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU5907	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU5908	0	2	0	0	3	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU5909	0	2	1	0	0	0	0	8	0	0	5	0	1	0	0	0	0	1	0	0	0	2	0	0
OTU5910	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU5911	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5912	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU5913	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU5914	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0
OTU5915	0	1	0	0	2	9	0	0	3	0	0	3	1	0	29	0	0	5	0	2	1	0	0	0
OTU5916	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5917	0	1	0	0	0	0	0	3	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0
OTU5918	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5919	0	1	0	0	2	14	0	2	4	2	1	3	0	0	4	1	0	1	1	0	0	4	0	0
OTU5920	0	1	1	1	0	0	1	3	0	0	1	1	0	2	3	0	0	0	0	0	0	1	0	0
OTU5921	0	2	1	0	2	2	0	2	0	0	1	1	2	0	1	2	0	0	2	1	0	4	0	0
OTU5922	0	2	3	1	1	2	1	1	3	1	11	0	1	2	2	2	0	2	1	1	1	4	0	0
OTU5923	0	1	6	1	0	9	0	4	0	6	4	1	0	0	3	6	0	5	0	4	1	4	0	0
OTU5924	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5925	0	1	2	0	3	6	1	4	4	2	3	0	2	2	0	2	1	3	2	5	3	10	0	0
OTU5926	0	1	0	0	0	16	0	0	2	0	1	9	6	2	154	0	0	12	0	0	2	6	0	0
OTU5927	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU5928	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU5929	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5930	0	1	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	5	0	0	0	0	0	0
OTU5931	0	2	5	0	3	5	1	5	1	6	7	1	3	0	3	8	0	8	3	2	3	2	0	0
OTU5932	0	1	1	0	1	3	1	3	0	4	3	2	0	1	1	2	1	6	1	1	2	2	0	0
OTU5933	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU5934	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5935	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
OTU5936	0	1	1	0	2	2	0	4	2	1	0	0	2	1	4	3	0	2	1	5	2	4	0	0
OTU5937	0	1	0	0	0	4	0	2	2	0	0	2	1	0	1	0	0	1	0	0	1	0	0	0
OTU5938	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5939	0	1	1	0	0	19	0	1	3	0	1	4	1	0	1	0	0	3	1	1	2	3	0	0
OTU5940	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5941	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5942	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	2	0	2	0	0	0	0
OTU5943	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5944	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU5945	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
OTU5946	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5947	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0
OTU5948	0	3	4	1	0	3	1	2	0	1	1	0	0	0	5	2	2	1	0	0	1	0	0	0
OTU5949	0	2	2	0	0	0	1	0	0	1	2	1	0	1	0	2	1	4	3	1	0	1	0	0
OTU5950	0	1	0	0	1	2	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0
OTU5951	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	2	0	0	0	0	1	0	0
OTU5952	0	1	0	0	0	1	0	2	0	0	1	0	3	0	3	1	0	1	1	0	0	0	0	0
OTU5953	0	1	5	3	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0
OTU5954	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU5955	0	1	1	0	1	2	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0
OTU5956	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5957	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU5958	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU5959	0	3	1	1	1	4	1	0	1	3	1	0	1	0	3	1	0	2	1	2	1	1	0	0
OTU5960	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU5961	0	1	0	0	0	11	0	0	2	1	0	3	0	0	2	0	0	1	0	0	1	0	0	0
OTU5962	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU5963	0	2	2	0	2	20	0	0	1	2	0	18	1	1	11	0	1	10	0	1	3	0	0	0
OTU5964	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5965	0	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU5966	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU5967	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5968	0	1	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0
OTU5969	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0
OTU5970	0	1	0	0	0	56	0	0	2	0	0	14	0	0	1	0	0	10	0	0	1	0	0	0
OTU5971	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5972	0	1	2	0	1	1	0	2	0	5	2	0	1	0	1	0	0	1	1	0	1	1	0	0
OTU5973	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	4	0	0	0	0
OTU5974	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	1	0	1	0	0
OTU5975	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5976	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5977	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5978	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5979	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5980	0	2	0	0	1	7	1	0	2	7	0	11	4	1	9	0	2	24	0	2	1	3	0	0
OTU5981	0	2	0	0	0	3	0	0	1	1	1	1	1	0	0	1	0	0	3	0	0	0	0	0
OTU5982	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5983	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU5984	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5985	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5986	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5987	0	2	2	0	0	50	0	3	6	15	1	8	1	1	22	0	0	18	0	0	4	0	0	0
OTU5988	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU5989	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0
OTU5990	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU5991	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU5992	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5993	0	1	0	1	0	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU5994	0	1	0	1	0	11	0	2	3	0	1	9	1	0	79	1	0	3	2	10	4	0	0	0
OTU5995	0	1	66	3	5	350	1	27	148	0	15	174	5	2	85	1	8	21	16	13	38	3	0	0
OTU5996	0	4	2	1	0	3	0	0	2	7	8	1	3	1	2	0	0	3	4	5	0	3	0	0
OTU5997	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU5998	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	1	1	0	0
OTU5999	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU6000	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0
OTU6001	0	1	1	0	0	21	0	1	6	1	1	9	1	1	13	0	0	6	1	1	8	0	0	0
OTU6002	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU6003	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0
OTU6004	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU6005	0	1	0	1	0	30	1	2	3	0	0	9	2	0	7	0	1	7	0	0	0	0	0	0
OTU6006	0	1	0	0	0	2	0	1	0	0	2	3	0	0	0	0	1	0	0	0	1	0	0	0
OTU6007	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6008	0	1	0	0	0	4	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
OTU6009	0	1	1	1	2	17	3	4	9	3	8	3	1	5	12	4	1	4	1	3	4	4	0	0
OTU6010	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6011	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0
OTU6012	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	1	5	11	2	1	0	0
OTU6013	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU6014	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU6015	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
OTU6016	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU6017	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU6018	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6019	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU6020	0	1	0	1	1	19	3	1	8	0	0	10	3	0	7	0	0	5	1	1	1	0	0	0
OTU6021	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6022	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU6023	0	2	2	0	2	8	2	1	4	1	2	0	1	1	3	3	2	2	2	1	1	3	0	0
